id,dfl12,dfl12bis,account,label,group,type,kinship,location,notes
dfl12_402,399,NA,Janneken van Eeckeren,Janneken van Eeckeren,Janneken van Eeckeren,Bequest,TRUE,,Daughter of Robert van Eeckeren and Anna della Faille. The cassa paid Marten this amount. She is to receive this money when she marries with the consent of her mother and father.
dfl12_403,400,NA,Henrick van Liesvelt Heer van Hamme and Cancellier of Brabant,"Henrick van Liesvelt, Lord of Hamme and Chancellor of Brabant","Henrick van Liesvelt, Lord of Hamme and Chancellor of Brabant",Bequest,FALSE,,He was paid by the cassa on 12 February 1583
dfl12_404,401,NA,Ambrosius Goyvaerts_2,Ambrosius Goyvaerts,Ambrosius Goyvaerts,Bequest,FALSE,,"Written off on his account nr 53, 30b–31b. This is for payment of half of the debt that Goyvaerts was owed on that account."
dfl12_405,402,NA,Ambrosius Goyvaerts_3,Ambrosius Goyvaerts,Ambrosius Goyvaerts,Bequest,FALSE,,"Lyffrenten: For the lyffrenten of £8.6.8. Written off on his account nr 53, 30b–31b. It is this sum that is divided into 8 equal parts to be returned to the heirs of Jan de Oude."
dfl12_406,403,NA,Henrick Kinschot,Henrick Kinschot,Henrick Kinschot,Bequest,FALSE,,Lyffrenten: For the lyffrenten of £8.6.8. The cassa paid Marten this amount. It is above the salary that he was due for his services. This is on condition that his children do not make a lawsuit.
dfl12_407,404,253,Otto Hartius,Otto Hartius,Otto Hartius,Bequest,FALSE,,"Lawyer in Brussels. Lyffrenten: For the lyffrenten of £8.6.8. The £133.6.8 was given to Marten by the cassa, but it seems that one years worth was already due to him. This is the same as occurs on nr 381. This is given on the same conditions as to Henrick Kinschot. 12 Bis: Paid by cassa. Hartius was also paid for helping with compromise with Jan in Oncosten van d'erffgenaemen Jan de Oude (nr 123, 79-84)."
dfl12_408,405,254,Christiaen van Wiele_2,Christiaen van Wiele,Christiaen van Wiele,Bequest,FALSE,,"Lyffrenten: For the lyffrenten of £8.6.8. The £133.6.8 was given to Marten by the cassa, but it seems that one years worth was already due to him. This is given on the same conditions as those above. 12 Bis: Paid by cassa."
dfl12_409,406,NA,Antonio Schoormans_1,Antonio Schoormans,Antonio Schoormans,Bequest,FALSE,,Lyffrenten: For the lyffrenten of £4.3.4. The cassa paid Marten this amount.
dfl12_410,407,NA,Roelant Paulet_2,Roelant Paulet,Roelant Paulet,Bequest,FALSE,,Lyffrenten: For the lyffrenten of £4.3.4. The cassa paid Marten this amount.
dfl12_411,408,NA,Children of Peeter della Faille,Children of Peeter della Faille,Children of Peeter della Faille,Bequest,TRUE,,"Maria, Jan, Peeter, Jacques, Gillis, and Piat della Faille. Jan de Oude left 200 gulden to each of the six children of Peeter della Faille. The money was given out by the cassa to Peeter, Jan Reynaerts, Jacques, and then £100 to Marten for the contingent of Maria, Piat, and Gillis."
dfl12_412,409,NA,Catharina della Faille,Catharina della Faille,Catharina della Faille,Bequest,TRUE,,"Wife of Joos de Voghele . Written off on the account of Joos de Voghele nr 99, 93a–94b. Jan de Oude also gave a bequest of £10 to her husband Joos de Voghele (nr 385)."
dfl12_413,410,NA,Joos and Peeter della Faille,Joos and Peeter della Faille,Joos and Peeter della Faille,Bequest,TRUE,,"Sons of Bernaert della Faille (brother of Jan de Oude). This is the 200 gulden that is given to each, and may supposed to be used to give them interest. The cassa paid Marten this amount."
dfl12_414,411,NA,Hans and Anna della Faille,Hans and Anna della Faille,Hans and Anna della Faille,Bequest,TRUE,,"The two children of Rogier della Faille, son of Bernaert della Faille. Each are given 200 gulden and if one dies, the money is to go to the longest living. The cassa paid Marten this amount."
dfl12_415,412,NA,Luis Samyn and siblings,Luis Samyn and siblings,Luis Samyn and siblings,Bequest,TRUE,,"Luis Samyn and his two youngest brothers and two youngest sisters, their mother was Maria della Faille (sister of Jan de Oude). Each of the five received 200 gulden. The cassa paid Marten this amount."
dfl12_416,413,255,Gaspar Losschaert_3,Gaspar Losschaert,Gaspar Losschaert,Bequest,TRUE,,"Jan de Oude gave money to Hilaria della Faille and Gillis del Ponte, but if they did not have children then the donation would come back to Jan de Oude, this was done and Jan de Oude has decided to give it to Jaspar Losschaert, Hilaria’s oldest son from her first marriage, when he comes to marry. Losschart also received a gift of £16.13.4 (nr 364). 12 Bis: Written off on Hilaria della Faille's account (nr 64, 34-35)."
dfl12_417,414,NA,Regina Care,Regina Care,Regina Care,Bequest,FALSE,,Born in Wevelgem. Lyffrenten: The cassa paid Marten this amount. This is found on the Codicille of Jan de Oude.
dfl12_418,415,NA,Antonio Schoormans_2,Antonio Schoormans,Antonio Schoormans,Bequest,FALSE,,"This is for a year of rent in the house in the Schuttershoffstraete, which is due on half March (15 March?) 1583. Written off on the account of the erffgoeden ende meubelen nr 223 192a–195b. This is found on the Codicille of Jan de Oude."
dfl12_419,416,NA,D'erffgenaemen of Willem Boutens and Hilaria della Faille,Heirs of Willem Boutens and Hilaria della Faille,Heirs of Willem Boutens and Hilaria della Faille,Bequest,TRUE,,Daughter of Peeter della Faille (brother of Jan de Oude). The cassa paid Marten this amount. This is found on the Codicille of Jan de Oude.
dfl12_421,NA,100,Hersten Henry Smit,Hersten Henry Smit,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_422,NA,101,Jan Gaultier and Geeraert Hemaert_2,Jan Gaultier and Geeraert Hemaert,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_423,NA,102,Richard Catherel,Richard Catherel,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_424,NA,103,Balthasar Bonters_2,Balthasar Bonters,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_425,NA,104,Mauritio Lanfranchi and Fabio Augustini_2,Mauritio Lanfranchi and Fabio Augustini,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_426,NA,105,Absalon Leerse_2,Absalon Leerse,Bills of exchange,Wissel,FALSE,,Two wissels from London
dfl12_427,NA,106,Jan Angelo Vergans_2,Jan Angelo Vergano,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_428,NA,107,Thomas Loddel,Thomas Loddel,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_429,NA,108,Thomas Leestaet,Thomas Leestaet,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_430,NA,109,Michiel de Molin,Michiel de Molin,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_431,NA,110,Gaspar Rouelasca_2,Gaspar Rouelasca,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_432,NA,111,Daniel Runtweesch_2,Daniel Runtweesch,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_433,NA,112,Henrick van Lemens_2,Henrick van Lemens,Bills of exchange,Wissel,TRUE,,Wissel from Venice
dfl12_434,NA,113,Niclaes Walinstey,Niclaes Walinstey,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_435,NA,114,Hugo Over,Hugo Over,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_436,NA,115,Gysbrecht Boudeson_2,Gysbrecht Boudeson,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_437,NA,116,Thomas Rouley,Thomas Rouley,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_438,NA,117,Ritsaert Ware,Ritsaert Ware,Bills of exchange,Wissel,FALSE,,Two wissels from London
dfl12_439,NA,118,Francois Cambi,Francois Cambi,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_440,NA,119,Samuel Cutter,Samuel Cutter,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_441,NA,120,Pauwels Anraet,Pauwels Anraet,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_442,NA,121,Jeronimo Schorza_2,Jeronimo Schorza,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_443,NA,122,Franchois le Fort_2,Franchois le Fort,Bills of exchange,Wissel,FALSE,,Wissel from London
dfl12_444,NA,123,Oncosten van d'erffgenaemen of Jan de Oude_1,Expenses of the heirs of Jan de Oude,Jan de Oude,Estate,FALSE,Antwerp,"£521.1.9 1/2 is brought over to Creditors of this Book (nr 17, 15-21) to even the account."
dfl12_445,NA,124,Winninge ende verlies_2,Profits and losses,Profits and losses,Trade,FALSE,Antwerp,"The amount that the credit is more than the debits is £1550.6.10 1/2. This amount is written off as debit to the heirs. It is split between the maternal portion of the profits (£520.10.6) and the paternal and sororal portion (£1030.2.4 1/2). The totals for the debit and credit are wrong. In addition, there seems to be a calculation error, so that there is a remaining debit of £0.0.10 1/2"
dfl12_446,NA,125,Voyagie van Verona nieuwe rekening,Branch of Verona new account,Verona branch,Branch,FALSE,Verona,"This is brought over from the old rekening of the Voyagie van Verona (nr 80, 41-43)"
dfl12_447,NA,126,Gaspar Tradeler,Gaspar Tradeler,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_448,NA,127,Thomas Hese,Thomas Hese,Thomas Hese,Trade,FALSE,,Purchased 56 stukken grossgreynen from Camelotten overhoop nieuw rekeninge (nr 91)
dfl12_449,NA,128,Lodewyck Blommaert_3,Lodewyck Blommaert,Bills of exchange,Wissel,FALSE,,Two wissels from Venice
dfl12_450,NA,129,Pauwels Ratan,Pauwels Ratan,Bills of exchange,Wissel,FALSE,,Wissel from Thomas Hese (nr 129) dealing with Camelotten overhoop nieuw rekeninge.
dfl12_451,NA,130,Louis Alvares Caldera,Louis Alvares Caldera,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_452,NA,131,Bembo Rodriguez de Serpa,Bembo Rodriguez de Serpa,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_453,NA,132,Grossgrains,Grossgrains,Grossgrains,Goods,FALSE,,"The name for the account is just a horizontal line. It deals with 'groffgreyn, segge, camelotten overhoop' and is creditor to camerycx doek nr 133."
dfl12_454,NA,133,Camerycx doek,Cambric linen,Linen,Goods,FALSE,,The camerycx was divided between Jacques and Marten.
dfl12_455,NA,134,Huys in the Merckgraveley,House in the Merckgraveley,House in the Merckgraveley,Erffgoed,FALSE,,Written off on the Creditors of the Book
dfl12_456,NA,135,Marten della Faille_sororal_2,Marten della Faille,Marten,Inheritance,TRUE,Antwerp,Written off on the Capital of Cornelia della Faille to even the account.
dfl12_457,NA,136,Jan Gaultier and Geeraert Hemaert_3,Jan Gaultier and Geeraert Hemaert,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_458,NA,137,Arnout van Eede,Arnout van Eede,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_459,NA,138,Jan della Faille_sororal_2,Jan della Faille,Jan,Inheritance,TRUE,,Written off on the Capital of Cornelia della Faille to even the account.
dfl12_460,NA,139,Carlo della Faille_sororal_2,Carlo della Faille,Carlo,Inheritance,TRUE,,Written off on the Capital of Cornelia della Faille to even the account.
dfl12_461,NA,140,D'erffgenaemen van Maria della Faille_sororal_2,Heirs of Maria della Faille,Maria,Inheritance,TRUE,,Written off on the Capital of Cornelia della Faille to even the account.
dfl12_462,NA,141,Jacques della Faille_sororal_2,Jacques della Faille,Jacques,Inheritance,TRUE,,Written off on the Capital of Cornelia della Faille to even the account.
dfl12_463,NA,142,Anna della Faille_sororal_2,Anna della Faille,Anna,Inheritance,TRUE,,Written off on the Capital of Cornelia della Faille to even the account.
dfl12_464,NA,143,Steven della Faille_sororal_2,Steven della Faille,Steven,Inheritance,TRUE,,Written off on the Capital of Cornelia della Faille to even the account.
dfl12_465,NA,144,Hester della Faille_sororal_2,Hester della Faille,Hester,Inheritance,TRUE,,Written off on the Capital of Cornelia della Faille to even the account.
dfl12_466,NA,145,Mauritio Lanfranchi and Fabio Augustini_3,Mauritio Lanfranchi and Fabio Augustini,Bills of exchange,Wissel,FALSE,,"Three wissels from Venice for £170.16.8, £699.13.9, and £397.18.4. There is an error in calculation in the book. At the end of the account a credit of 2d is written off the account to winninge ende verlies, but this should actually by 5d."
dfl12_467,NA,146,Jan van Gels,Jan van Gels,Jan van Gels,Trade,FALSE,,Purchased 55 stukken from Camelotten in company with Jan de Wale. Paid to the cassa.
dfl12_468,NA,147,Ambrosius Goyvaerts_4,Ambrosius Goyvaerts,Ambrosius Goyvaerts,Law,FALSE,,"Payment for his service and to close all of his accounts. This was for £300 plus interest. It is written off on Creditors of the Book nr 17, 15-21."
dfl12_469,NA,148,Andrea Barretta_2,Andrea Barretta,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_470,NA,149,Marten della Faille_2,Marten della Faille,Marten,Heir,TRUE,Antwerp,
dfl12_471,NA,150,Peeter Dably,Peeter Dably,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_472,NA,151,Peeter van der Goes,Peeter van der Goes,Bills of exchange,Wissel,TRUE,,Wissel from Andrea Barretta (nr 148) for wissel from Venice
dfl12_473,NA,152,Simon Fabi,Simon Fabi,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_474,NA,153,Engelse wolle,English wool,Wool,Goods,FALSE,,"This accounts shows an investment in wool from England of £4414.10.3 sterling or £6842.9.10 vlams for a total of 259 sacks of wool. The cassa of Marten paid £17.11.0 vlams for expenses for transportation to Hamburg, while other expenses were included in the price of the sale of the wool in Venice and Haarlem. However, after all of this the profits were a measly £104.10.10 or a return of about 1.5%."
dfl12_475,NA,154,Rasse van Venice,Satin from Venice,Satin,Goods,FALSE,,Created through debt to Voyagie van Venice. Written off on the account of Jacques' paternal inheritance (nr 260)
dfl12_476,NA,155,Peeter Wannemaker,Peeter Wannemaker,Peeter Wannemaker,Trade,FALSE,,Open: Debt comes from Branch of London
dfl12_477,NA,156,Voyagie van London nieuwe rekening,Branch of London new account,London branch,Branch,FALSE,London,"First brings over £21959.3.10 from the old rekening nr 97, 65-73. This should give a good idea of what was going on in London."
dfl12_478,NA,157,Jacques_Jan_Carlo_Hester,"Jacques, Jan, Carlo, and Hester",London Inheritance,London Inheritance,TRUE,London,"Begins with the £4537.12.4 1/2 sterling that they received for their part in the branch of London, £7033.6.2 vlems. The total credits are only £9634.8.0, so that the account of the four heirs continues with a debt of £2115.8.2."
dfl12_479,NA,158,Marten_Steven_Anna,"Marten, Steven, and Anna",London Inheritance,London Inheritance,TRUE,London,"Begins with the £3241.5.9 1/2 sterling that they received for their part in the branch of London, £4861.18.8 vlems. The total credits are £7739.8.4 and so more than the debits. The account continues with a credit of £433.7.4."
dfl12_480,NA,159,Laecken vercoopers van Haarlem,Cloth sellers of Haarlem,Cloth sellers of Haarlem,Trade,FALSE,Haarlem,"Almost all of this is given to Jacques. Robert van Eeckeren received £1.1.8 worth, but Jacques received £1122.0.4."
dfl12_481,NA,160,Olivier Coeck,Olivier Coeck,Olivier Coeck,Trade,FALSE,Antwerp,Purchase of 92 pounds 7 ounces fyn rouwe syde in Antwerp (nr 86)
dfl12_482,NA,161,Robert van Eeckeren_2,Robert van Eeckeren,Robert van Eeckeren,Trade,TRUE,,"£8.18.11 is written off on Anna's account of her maternal inheritance (nr 197, 139-142) in order to close the account."
dfl12_483,NA,162,Robert van Eeckeren_3,Robert van Eeckeren,Robert van Eeckeren,Trade,TRUE,,"Written off on the capital of Marten (nr 220, 151-154) "
dfl12_484,NA,163,Lieven van Rockeghem,Lieven van Rockeghem,Lieven van Rockeghem,Law,FALSE,,"On 15 September 1594 for payment for the making various documents. Oncosten van d'erffgenaemen Jan de Oude (nr 123, 79-84) shows that on 20 February 1584 Lieven van Rockeghem was already paid £30 for various writings concerning the sterfhuis."
dfl12_485,NA,164,Huis de Grooten Beer op de Groote Merct,The Grooten Beer on the Groote Merkt,The Grooten Beer on the Groote Merkt,Erffgoed,FALSE,Antwerp,There is an error in the accounting of the debit for the account. The total that I have is £0.9.0 more than what it says. This means that there is a debit at the end of the book of £0.9.0 1/2 instead of merely 1/2 d.
dfl12_486,NA,165,Gerard de Schepper,Gerard de Schepper,Gerard de Schepper,Trade,FALSE,,"Merchant involved in trade in wool from England. Payment received from the cassa of Marten. He was involved in the sale of the wool that was arrested. See Brulez, 29–30."
dfl12_487,NA,166,Debiteuren ende crediteuren voor rekeninge van diverse persoonen,Accounts to be written off,Jan de Oude,Estate,FALSE,Antwerp,The debits are the outstanding debits that were declared bad debits in order to even out the accounts.
dfl12_488,NA,167,Capital of diverse rente,Capital of various rents,Rents,Erffgoed,FALSE,Antwerp,The creditors are the heirs of Jan de Oude who each receive £115.10
dfl12_489,NA,168,Coteels-Aertsen rekeninge van erffgenaemen van Maria della Faille,Heirs of Maria della Faille held by Coteels and Aertsen,London Inheritance,London Inheritance,TRUE,London,
dfl12_490,NA,169,Oncosten van d'erffgenaemen of Jan de Oude_2,Expenses of the heirs of Jan de Oude,Jan de Oude,Estate,FALSE,Antwerp,
dfl12_491,NA,170,Marten della Faille rekening van Gillis Hasebaert,Marten della Faille’s account of Gillis Hasebaert,Bills of exchange,Wissel,FALSE,Antwerp,Wissel from Venice
dfl12_492,NA,171,Marten della Faille rekening van inheritance of Anna de Hane,Marten della Faille’s account of the inheritance of Anna de Hane,Anna de Hane,Estate,TRUE,Antwerp,This is payment of 5457 ducats 3d that Marten pulled from Venice
